refl_1150,refl_1420,refl_1670,label
0.3148557981069186,0.2459433339556422,0.1482278215884794,PET
0.3339312272060221,0.218611801483242,0.0866489005084161,PET
0.3095494978093043,0.2676555793725497,0.125210250989157,PET
0.2801229678870783,0.3035247963887419,0.1490480437771541,PET
0.3076952066411222,0.3109600933518981,0.139739565981847,PET
0.2799355118277886,0.2882053806653321,0.0969478076894157,PET
0.3320677947535039,0.2756450798132695,0.1201684148079279,PET
0.2852863993821675,0.313819097303078,0.1210784012522216,NOT
0.2928644510493925,0.2665788506282102,0.1416835612808862,PET
0.3166776076452081,0.2895248354907367,0.1386389158045222,NOT
0.3699637137403995,0.2649504066513187,0.1103470038421396,PET
0.2813011038668493,0.295622239820122,0.1595834544959124,PET
0.3022958619846395,0.2519381628339813,0.1009798492435485,PET
0.3252320693490267,0.2994404822789604,0.1420089137634415,PET
0.2857489944956249,0.2841076968348587,0.1292148599885075,PET
0.3122749436161561,0.3032857204813028,0.1324221521775262,PET
0.3260816926064425,0.2791702292275239,0.1343878676749852,NOT
0.3246529324894419,0.2334281825471871,0.1161241492235666,PET
0.2916031060855018,0.2579765216955569,0.1174600181774852,PET
0.3505625250513176,0.2511679236720598,0.1547626363520301,PET
0.2552281925658116,0.2670963062432839,0.1305968776674358,PET
0.323300955655064,0.2984796545366427,0.1495147027702834,PET
0.2952525335468325,0.2632723033629201,0.1514535621520003,NOT
0.2999751559678372,0.2388722674427194,0.0917156692941813,NOT
0.2781307171342373,0.29205767946447,0.1299870577964026,NOT
0.3264288463363187,0.2643252777527611,0.1304704764465871,NOT
0.3244819975333058,0.26786246095125,0.139417542841008,PET
0.2858565074822862,0.266251241745905,0.1142621488943358,PET
0.2698390963466145,0.2917520315664246,0.111632215508204,PET
0.3060891092761163,0.2915652569100344,0.139110220995184,PET
0.3256758389834693,0.2741882926075744,0.1130153363529611,PET
0.3033227393870937,0.2265228241241162,0.0823009115415931,NOT
0.2660332973436536,0.2472254523148127,0.1377075125159888,NOT
0.2785499140534839,0.2657979805216754,0.1646911346478677,NOT
0.2950263665824429,0.2992683241968697,0.0977057553139894,PET
0.2995511589782568,0.2486421954955397,0.1155432934372688,NOT
0.3309235298380076,0.2253232444470866,0.1387469950206614,NOT
0.312846353784254,0.2593183584719533,0.082332550082632,NOT
0.3078781709457018,0.2612580758709431,0.1326945720549268,PET
0.306369850079989,0.3251962238824846,0.1185336168900949,PET
0.2750093609356298,0.2825211261915466,0.1323141862334386,NOT
0.3464899129714988,0.3021961945202945,0.136420417488771,NOT
0.3496133724508725,0.2414799655131716,0.1065217397317933,NOT
0.2779170074721199,0.2654485630481841,0.0844137012875964,PET
0.3247688141187178,0.2704761762298939,0.0815900968792059,NOT
0.2752469132780594,0.286548272566363,0.1508580827511171,PET
0.3656162124650393,0.364558731123077,0.1381465687125656,PET
0.2760281421133298,0.2131814687209178,0.1337456295846008,NOT
0.2813260528549759,0.2646821393374666,0.1073513817424914,PET
0.3014905591217942,0.3091222640664864,0.130425742737646,NOT
0.300955240603125,0.2460732445580828,0.075473797373155,PET
0.2911250484420858,0.2755293806183075,0.1787521831216822,PET
0.3096225213584723,0.3066250424735489,0.1107354177581111,PET
0.270165972721775,0.2481893542758859,0.1039575037782131,PET
0.3695683776873406,0.2525012567661255,0.150868961826376,NOT
0.2786264703716749,0.3050900475290845,0.1372628146974616,NOT
0.301015148784543,0.2759199813587941,0.106070654851404,NOT
0.3190964517587481,0.2634933527326337,0.0889461128012682,NOT
0.2673761584846971,0.2823204946745207,0.1730870234065987,PET
0.3105140341214888,0.2735837073595606,0.134289069902362,PET
0.3448943379654904,0.2837243321837728,0.1133864687892736,PET
0.3389029470160823,0.2900055502967055,0.1717869654741655,PET
0.3112113188309429,0.2404087861912421,0.0846695097369157,NOT
0.3552421236812232,0.328852828766356,0.1203287093158077,PET
0.2942186660802061,0.3209861859101232,0.092502915252981,PET
0.2788724751456109,0.2964426609835284,0.113876132028498,PET
0.3055606297126835,0.2722395701871217,0.1358415221782537,PET
0.3479387415536972,0.2798604043499095,0.1450324495125914,PET
0.244209122683355,0.2756813050849536,0.1004173776054996,NOT
0.2691498939015769,0.2507982861349946,0.1156905824932613,PET
0.3331913619849661,0.2373510756106702,0.1266332304921182,PET
0.2911892027142783,0.2673126643119983,0.1557970204734238,PET
0.3218577488244035,0.3172648003661394,0.1210791153367887,PET
0.2848360073641646,0.2704270926364421,0.1329891894524223,PET
0.311011486467897,0.2446112149758561,0.1284289791631219,NOT
0.3125611356184529,0.3526670782688748,0.1820196240527358,PET
0.2801169851975211,0.2685213562963818,0.0818110256591756,PET
0.2879930752953811,0.2866110072505674,0.1618898943409327,NOT
0.2838417705819774,0.2575184639408232,0.061295614822126,PET
0.3008343080979385,0.2452704247870702,0.1098311028933035,PET
0.2794084623692581,0.2743149805152804,0.0729824339735867,PET
0.261702928352556,0.3410202705037061,0.0870916082760648,PET
0.2728107183606465,0.3322502629924965,0.2128663007914979,PET
0.2705672868495254,0.2660953884392162,0.135960952242501,NOT
0.3575752150464535,0.24753714479001,0.1183559503360224,PET
0.329034412996138,0.2901858393768557,0.1144296035773827,PET
0.3016995967788045,0.2358959828917576,0.1185690733950457,PET
0.297722661014017,0.2841079538316448,0.1090544691497152,NOT
0.3198604413906399,0.3075243316774519,0.1303771655443397,PET
0.3162669779662618,0.2787375175701931,0.1257168175070281,PET
0.2840675447080003,0.2866376849930563,0.122795687761881,PET
0.3685093349822035,0.3243435042171144,0.1372896822909807,PET
0.2828225694234427,0.2437705129833546,0.1614485743069516,PET
0.3135967624686999,0.2915471592446054,0.0733767061050599,PET
0.3335374401610311,0.290775467289288,0.0924013651818513,PET
0.2915685414907872,0.2850543732735527,0.127288289664973,PET
0.2969491501401791,0.2740382091008783,0.1181549643680791,NOT
0.3102911610773597,0.3212876163326518,0.0487145324863468,NOT
0.2986087777789952,0.2824382297840305,0.1345941054048987,PET
0.294556848274647,0.2244412036684996,0.135554150225709,NOT
0.3575347921392112,0.231127014995373,0.1516291261252313,PET
0.2958585290205989,0.2753031267679917,0.0941273303931672,NOT
0.2956806005436094,0.3161441949838259,0.1431939429739169,PET
0.357683633876584,0.3124652138121879,0.138886886082173,PET
0.3580323214993194,0.2903126519050061,0.1505539310181975,NOT
0.2968171571082444,0.2791392316186333,0.1047915710152774,PET
0.3354018037521313,0.2417937484494111,0.1491847959868155,NOT
0.2999947539891309,0.3122802699468767,0.1482403553762235,PET
0.3603336704436897,0.2990660978770165,0.0785530780446885,PET
0.3037056905273397,0.2419826413650126,0.1101658904432974,PET
0.3510511387125873,0.296268871469788,0.1047463728569233,PET
